borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
3794,CSSC Capital 2015 Ltd,,China,Industrials,China State Shipbuilding Corp Ltd,,,
3795,Sichuan New Hope Real Estate Development Co Ltd,,China,Real Estate,Sichuan New Hope Real Estate Development Co Ltd,,,
3796,Yangzhou Qingherui Investment Construction Co Ltd,,China,Industrials,Yangzhou Qingherui Investment Construction Co Ltd,,,
3797,Zoucheng Limin Construction Development Group Co Ltd,,China,Industrials,Zoucheng Limin Construction Development Group Co Ltd,,,
3798,Anton Oilfield Services Group,,China,Energy,Anton Oilfield Services Group,,,
3799,Huijing Holdings Co Ltd,,China,Real Estate,Huijing Holdings Co Ltd,,,
3800,Lai Sun MTN Ltd,,Hong Kong,Real Estate,Lai Sun Garment (International) Ltd,,,
3801,LBS Bina Group Bhd,,Malaysia,Real Estate,LBS Bina Group Bhd,,,
3802,China Grand Automotive Services Ltd,,China,Consumer Discretionary,China Grand Automotive Services Group Co Ltd,,,
3803,Hangzhou Iron & Steel Group Co Ltd,,China,Materials,Hangzhou Iron & Steel Group Co Ltd,,,
3804,Vertex Capital Investment Ltd,,China,Financials,Guangzhou City Construction Investment Group Co Ltd,,,
3805,Shandong Iron & Steel Xinheng International Co Ltd,,China,Materials,Shandong Iron & Steel Group Co Ltd,,,
3806,Chalco Hong Kong Investment Co Ltd,,China,Materials,Chalco,,,
3807,Pingan Real Estate Capital Ltd,,China,Real Estate,Ping An Insurance (Group) Co of China Ltd,,,
3808,Thai Union Group pcl,,Thailand,Consumer Staples,Thai Union Group pcl,,,
3809,Gemdale Ever Prosperity Investment Ltd,,China,Real Estate,Gemdale Corp,,,
3810,China Huashi Enterprises Co Ltd,,China,Industrials,China Huashi Enterprises Co Ltd,,,
3811,Nanxiong State-owned Investment Co Ltd,,China,Industrials,Nanxiong State-owned Investment Co Ltd,,,
3812,Zhenro Properties Holdings Co Ltd,,China,Real Estate,Zhenro Properties Group Ltd,,,
3813,DWPF Finance Pty Ltd,,Australia,Real Estate,Dexus Funds Management Ltd,,,
3814,Sinotrans Ltd,,China,Industrials,China Merchants Group Ltd,,,
3815,ESR-REIT,,Singapore,Real Estate,ESR Group Ltd,,,
3816,COSCO SHIPPING Holdings Co Ltd,,China,Industrials,COSCO SHIPPING Holdings Co Ltd,,,
3817,NIPPON REIT Investment Corp,,Japan,Real Estate,SBI Holdings,,,
3818,Siamnuwat Co Ltd,,Thailand,Real Estate,Siamnuwat Co Ltd,,,
3819,YCIC International (HK) Co Ltd,,China,Financials,Yunnan Communications Investment & Construction Group Co Ltd,,,
3820,Mapletree Treasury Services Ltd,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
3821,Teijin Ltd,,Japan,Materials,Teijin Ltd,,,
3822,Autopia China 2021-2 Retail Auto Mortgage Loan Securitization,,China,Financials,Beijing Hyundai Motor Co Ltd,,,
3823,Summit Digitel Infrastructure Pvt Ltd,,India,Communication Services,Summit Digitel Infrastructure Pvt Ltd,,,
3824,TSH Sukuk Murabahah Sdn Bhd,,Malaysia,Industrials,TSH Resources Bhd,,,
3825,Toyota Glory 2021-2 Auto Loan Credit Asset-backed Securities,,China,Financials,Toyota Motor Corp,,,
3826,Zhejiang Deqing Jinkai Urban Development Co Ltd,,China,Industrials,Zhejiang Deqing Jinkai Urban Development Co Ltd,,,
3827,PT ABM Investama Tbk,,Indonesia,Materials,PT ABM Investama Tbk,,,
3828,Viva Solar Sdn Bhd,,Malaysia,Industrials,Cypark Resources Bhd,,,
3829,PCGI Intermediate Holdings (III) Ltd,,Hong Kong,noinfo,PCGI Holdings Ltd,,,
3830,Honghu Hongrui Investment Development Co Ltd,,China,Industrials,Honghu Hongrui Investment Development Co Ltd,,,
3831,Changsha Jinzhou New Town Development Construction Investment Co Ltd,,China,Industrials,Changsha Jinzhou New Town Development Construction Investment Co Ltd,,,
3832,Changying 2021-3 Auto Loans ABS,,China,Consumer Discretionary,Baoding Great Wall Holdings Group Co Ltd,,,
3833,Yieldking Investment Ltd,,China,noinfo,Sichuan Development Holding Co Ltd,,,
3834,Guangdong Province Electric Power Development Co Ltd,,China,Utilities,Guangdong Hengjian Investment Holdings Co Ltd,,,
3835,Hua Yang Bhd,,Malaysia,Real Estate,Hua Yang Bhd,,,
3836,Central International Development (BVI) Ltd,,China,Utilities,Henan Investment Group Co Ltd,,,
3837,Anhui Transportation Holding Group (HK) Ltd,,China,Industrials,Anhui Transportation Holding Group Co Ltd,,,
3838,Baidu Inc,,China,Consumer Discretionary,Baidu Inc,,,
3839,Hong Leong Financial Group Bhd,,Malaysia,Financials,Hong Leong Co (Malaysia) Bhd,,,
3840,Mobile telephone terminal Credit Trust Series 2021-06,,Japan,Communication Services,Mobile telephone terminal Credit Trust Series 2021-06,,,
3841,Dongying Asset Management Co Ltd,,China,Industrials,Dongying Asset Management Co Ltd,,,
3842,China Triumph International Engineering Co Ltd - CTIEC,,China,Consumer Discretionary,China National Building Material Co Ltd,,,
3843,China Petroleum & Chemical Corp - SINOPEC,,China,Energy,China Petrochemical Corp,,,
3844,Jiujiang City Construction Investment Co Ltd,,China,Industrials,Jiujiang City Construction Investment Co Ltd,,,
3845,Hebei Port Group Co Ltd,,China,Industrials,Hebei Port Group Co Ltd,,,
3846,Nanjing Agricultural Product Logistics Distribution Center Co Ltd,,China,Consumer Staples,Nanjing Agricultural Product Logistics Distribution Center Co Ltd,,,
3847,Nanning Hi-Tech Industrial Development Zone Building General Co Ltd,,China,Real Estate,Nanning Hi-Tech Industrial Development Zone Building General Co Ltd,,,
3848,National Energy Group Co Ltd,,China,Utilities,National Energy Group Co Ltd,,,
3849,Chongqing Dazu Shike International Tourism Group Co Ltd,,China,Industrials,Chongqing Dazu Shike International Tourism Group Co Ltd,,,
3850,Yanan New Area Investment Development Construction Co Ltd,,China,Industrials,Yanan New Area Investment Development Construction Co Ltd,,,
3851,Shanghai Media & Entertainment Group,,China,Communication Services,Shanghai Media & Entertainment Group,,,
3852,Xinzheng New District Development Investment Co Ltd,,China,Industrials,Xinzheng New District Development Investment Co Ltd,,,
3853,Hailiang Group Co Ltd,,China,noinfo,Hailiang Group Co Ltd,,,
3854,Huaian Water Conservancy Holding Group Co Ltd,,China,Utilities,Huaian Water Conservancy Holding Group Co Ltd,,,
3855,Hunan Xiangtou Holdings Group Co Ltd,,China,noinfo,Hunan Xiangtou Holdings Group Co Ltd,,,
3856,Hangzhou Xiaoshan State-Owned Assets Operation Group Co Ltd,,China,Industrials,Hangzhou Xiaoshan State-Owned Assets Operation Group Co Ltd,,,
3857,Shaanxi Xixian New Area Qinhan New City Development & Construction Group Co Ltd,,China,Industrials,Shaanxi Xixian New Area Qinhan New City Development & Construction Group Co Ltd,,,
3858,Xiamen Anju Group Co Ltd,,China,Real Estate,Xiamen Anju Group Co Ltd,,,
3859,Yuhuan Transportation Investment Group Co Ltd,,China,Industrials,Yuhuan Transportation Investment Group Co Ltd,,,
3860,Longshan City Construction Investment Development Group Co Ltd,,China,Industrials,Longshan City Construction Investment Development Group Co Ltd,,,
3861,Tianjin Hongri Pharmacaeutical Co Ltd,,China,Health Care,Tianjin Hongri Pharmacaeutical Co Ltd,,,
3862,Zhengxinglong Real Estate (Shenzhen) Co Ltd,,China,Real Estate,China LVGEM Property Holdings Ltd,,,
3863,Xuzhou Jiawang City Construction Investment Co Ltd,,China,Industrials,Xuzhou Jiawang City Construction Investment Co Ltd,,,
3864,AIMS APAC REIT Management Ltd,,Singapore,Real Estate,AIMS APAC REIT Management Ltd,,,
3865,Guangxi Liuzhou Rail Transit Investment Development Group Co Ltd,,China,Industrials,Guangxi Liuzhou Rail Transit Investment Development Group Co Ltd,,,
3866,DMG Mori Co Ltd,,Japan,Industrials,DMG Mori Co Ltd,,,
3867,Columbia Asia Sdn Bhd,,Malaysia,Health Care,Columbia Asia Healthcare Sdn Bhd,,,
3868,General Motors Financial Co Inc,,United States,Financials,General Motors Co,,,
3869,Hysan (MTN) Ltd,,Hong Kong,Real Estate,Hysan Development Co Ltd,,,
3870,Takeei Corp,,Japan,Utilities,TRE Holdings Corp,,,
3871,China Coal Geology Group Co Ltd,,China,Industrials,China Coal Geology Group Co Ltd,,,
3872,Qingdao Haixi City Investment Co Ltd,,China,Industrials,Qingdao Haixi City Investment Co Ltd,,,
3873,Rongcheng Caixin Investment Co Ltd,,China,Industrials,Rongcheng Caixin Investment Co Ltd,,,
3874,Suizhou Hi-Tech Industry Investment Co Ltd,,China,Industrials,Suizhou Hi-Tech Industry Investment Co Ltd,,,
3875,Taizhou Huangyan State-owned Asset Investment Operation Group Co Ltd,,China,Industrials,Taizhou Huangyan State-owned Asset Investment Operation Group Co Ltd,,,
3876,Hanwha Q CELLS Malaysia Sdn Bhd,,Malaysia,Industrials,Hanwha Group,,,
3877,Pacific National Finance Pty Ltd,,Australia,Industrials,Pacific National Holdings Pty Ltd,,,
3878,Shanghai New World (Group) Co Ltd,,China,noinfo,Shanghai New World (Group) Co Ltd,,,
3879,Nanjing Luhe Economic & Technological Development Group Co Ltd,,China,Industrials,Nanjing Luhe Economic & Technological Development Group Co Ltd,,,
3880,Guangning Huiye Asset Operation Co Ltd,,China,Industrials,Guangning Huiye Asset Operation Co Ltd,,,
3881,Wenzhou Zhenlong Construction Investment Group Co Ltd,,China,Industrials,Wenzhou Zhenlong Construction Investment Group Co Ltd,,,
3882,Pingxiang Changxing Investment Co Ltd,,China,Industrials,Pingxiang Changxing Investment Co Ltd,,,
3883,State Grid Overseas Investment (BVI) Ltd,,China,Utilities,State Grid Corp of China,,,
3884,ACEN Finance Ltd,,Philippines,Utilities,Ayala Corp,,,
3885,Zip Master Trust Series 2021-2,,Australia,Consumer Discretionary,Zip Co Ltd (Australia),,,
3886,Contemporary Ruiding Development Ltd,,China,Consumer Discretionary,Contemporary Amperex Technology Co Ltd,,,
3887,Suzhou Taihu Tourism Development Co Ltd,,China,Industrials,Suzhou Taihu Tourism Development Co Ltd,,,
3888,Wuxi Huning Metro Huishan Station District Investment Development Construction Co Ltd,,China,Industrials,Wuxi Huning Metro Huishan Station District Investment Development Construction Co Ltd,,,
3889,Puyang Kaizhou Investment Group Co Ltd,,China,Industrials,Puyang Kaizhou Investment Group Co Ltd,,,
3890,Mitsubishi Corp,,Japan,noinfo,Mitsubishi Corp,,,
3891,Oceania Healthcare Ltd,,New Zealand,Real Estate,Oceania Healthcare Ltd,,,
3892,Phinma Corp,,Philippines,noinfo,Phinma Corp,,,
3893,UOL Treasury Services Pte Ltd,,Singapore,Real Estate,UOL Group Ltd,,,
3894,Longhai State-owned Assets Management Co Ltd,,China,Real Estate,Longhai State-owned Assets Management Co Ltd,,,
3895,Xian Kingfar Group Co Ltd,,China,Real Estate,Xi'an Kingfar Holding Group Co Ltd,,,
3896,China Sciences Group (Holding) Co Ltd,,China,Financials,Chinese Academy of Sciences,,,
3897,Capital Securities Co Ltd,,China,Financials,Beijing Capital Group Co Ltd,,,
3898,Generation 2021-3 Auto Loans ABS,,China,Financials,Geely Automobile Holdings Ltd,,,
3899,Starhill Global REIT MTN Pte Ltd,,Singapore,Real Estate,Yeoh Tiong Lay & Sons Holdings Sdn Bhd,,,
3900,Hefei Huatai Group Co Ltd,,China,Consumer Staples,Hefei Huatai Group Co Ltd,,,
3901,Keppel Corp Ltd,,Singapore,Industrials,Keppel Ltd,,,
3902,Wanda Group Overseas Ltd,,China,Real Estate,Dalian Hexing Investment Co Ltd,,,
3903,Nippon Accommodations Fund Inc,,Japan,Real Estate,Mitsui Fudosan Co Ltd,,,
3904,SocietyOne PL 2021-1 Trust,,Australia,Consumer Discretionary,MoneyMe Ltd,,,
3905,PROSPArous Trust 2021-1,,Australia,Financials,Prospa Group Ltd,,,
3906,Furukawa Electric Co Ltd,,Japan,Materials,Furukawa Electric Co Ltd,,,
3907,Aoyama Trading Co Ltd,,Japan,Consumer Discretionary,Aoyama Trading Co Ltd,,,
3908,Senko Group Holdings Co Ltd,,Japan,Industrials,Senko Group Holdings Co Ltd,,,
3909,Tosei Reit Investment Corp,,Japan,Real Estate,Tosei Corp,,,
3910,Radiance Holdings (Group) Co Ltd,,China,Real Estate,Radiance Holdings (Group) Co Ltd,,,
3911,Guangzhou Metro Investment Finance (BVI) Ltd,,China,Industrials,Guangzhou Metro Group Co Ltd,,,
3912,NHK Spring Co Ltd,,Japan,Consumer Discretionary,NHK Spring Co Ltd,,,
3913,Mirai Corp (Tokyo),,Japan,Real Estate,Mirai Corp (Tokyo),,,
3914,Future Diamond Ltd,,China,Real Estate,Wealth Zone Hong Kong Investments Ltd,,,
3915,HPHT Finance (21) (II) Ltd,,Hong Kong,Industrials,CK Hutchison Holdings Ltd,,,
3916,Perfect Point Ventures Ltd,,China,Real Estate,Future Capital Group Ltd,,,
3917,Ver Finco Pty Ltd,,Australia,Energy,Viva Energy Group Ltd,,,
3918,Sinochem Offshore Capital Co Ltd,,China,Materials,Sinochem Holdings Corp Ltd,,,
3919,Keppel REIT MTN Pte Ltd,,Singapore,Industrials,Keppel Ltd,,,
3920,OUE Treasury Pte Ltd,,Singapore,Real Estate,Lippo ASM Asia Property LP,,,
3921,KYB Corp,,Japan,Consumer Discretionary,KYB Corp,,,
3922,Dowa Holdings Co Ltd,,Japan,Materials,Dowa Holdings Co Ltd,,,
3923,Star Asia Investment Corp,,Japan,Real Estate,Star Asia Investment Management Co Ltd,,,
3924,Qantas Airways Ltd,,Australia,Industrials,Qantas Airways Ltd,,,
3925,Unison Networks Ltd,,New Zealand,Utilities,Unison Networks Ltd,,,
3926,Frasers Property AHL Ltd,,Australia,Real Estate,Thai Charoen Corp Group - TCC Group,,,
3927,Tsubaki Nakashima Co Ltd,,Japan,Materials,Tsubaki Nakashima Co Ltd,,,
3928,Yokohama Reito Co Ltd,,Japan,Industrials,Yokorei Co Ltd,,,
3929,Shopping Centres Australasia Property Group RE Ltd,,Australia,Real Estate,Region Group,,,
3930,AYC Finance Ltd,,Philippines,noinfo,Ayala Corp,,,
3931,PT Polytama Propindo,,Indonesia,Materials,PT Polytama Propindo,,,
3932,PT Angkasa Pura I (Persero),,Indonesia,Industrials,PT Angkasa Pura I (Persero),,,
3933,IGB Commercial REIT Capital Sdn Bhd,,Malaysia,Financials,IGB Commercial REIT,,,
3934,Axis REIT Sukuk Bhd,,Malaysia,Real Estate,Axis REIT Managers Bhd,,,
3935,Daimler International Finance BV,,Germany,Consumer Discretionary,Mercedes-Benz Group AG,,,
3936,Beijing Environment (BVI) International Co Ltd,,China,Utilities,Beijing Environment Sanitation Engineering Group Co Ltd,,,
3937,TSMC,,Taiwan,Consumer Discretionary,TSMC,,,
3938,Dongjiang Environmental Co Ltd,,China,Utilities,Dongjiang Environmental Co Ltd,,,
3939,Dongguan Industrial Investment Holding Group Co Ltd,,China,Real Estate,Dongguan Industrial Investment Holding Group Co Ltd,,,
3940,ChemChina,,China,Materials,Sinochem Holdings Corp Ltd,,,
3941,Guangxi Qinzhou Linhai Industrial Investment Group Co Ltd,,China,Industrials,Guangxi Qinzhou Linhai Industrial Investment Group Co Ltd,,,
3942,Nanjing Railway Construction Investment Co Ltd,,China,Industrials,Nanjing Railway Construction Investment Co Ltd,,,
3943,Nantong State-owned Assets Investment Holding Co Ltd,,China,noinfo,Nantong State-owned Assets Investment Holding Co Ltd,,,
3944,YTO Express Group Co Ltd,,China,Industrials,Shanghai Yuantong Jiaolong Investment Development (Group) Co Ltd,,,
3945,China Dalian Urban & Rural Construction Investment Group Co Ltd,,China,Industrials,China Dalian Urban & Rural Construction Investment Group Co Ltd,,,
3946,Suqian Hi-tech Zone Development Investment Co Ltd,,China,Industrials,Suqian Hi-tech Zone Development Investment Co Ltd,,,
3947,Sichuan Guangan AAA Public Co Ltd,,China,Utilities,Sichuan Guangan AAA Public Co Ltd,,,
3948,Hunan Deshan Construction Investment Co Ltd,,China,Real Estate,Hunan Deshan Construction Investment Co Ltd,,,
3949,Guangzhou Hengyun Enterprises Holding Ltd,,China,Utilities,Guangzhou Hengyun Enterprises Holding Ltd,,,
3950,Kunming State-owned Assets Management Co Ltd,,China,noinfo,Kunming State-owned Assets Management Co Ltd,,,
3951,Wuhan Department Store Group Co Ltd,,China,Consumer Discretionary,Wuhan Department Store Group Co Ltd,,,
3952,Huaian Urban Assets Operation Co Ltd,,China,Industrials,Huaian State Joint Investment Development Group Co Ltd,,,
3953,Jiangsu Zhufu Industry Investment Co Ltd,,China,Industrials,Jiangsu Zhufu Industry Investment Co Ltd,,,
3954,Jiangsu Cultural Investment & Management Group Co Ltd,,China,Consumer Discretionary,Jiangsu Cultural Investment & Management Group Co Ltd,,,
3955,Xian Fengdong Development Group Co Ltd,,China,Industrials,Xian Fengdong Development Group Co Ltd,,,
3956,Zhengzhou General Construction Investment Co,,China,Industrials,Zhengzhou Development Investment Group Co Ltd,,,
3957,Zhengzhou Jingkai Investment Development Co Ltd,,China,Industrials,Zhengzhou Jingkai Investment Development Co Ltd,,,
3958,Ordos State-owned Assets Investment Holding Group Co Ltd,,China,Utilities,Ordos State-owned Assets Investment Holding Group Co Ltd,,,
3959,Chongqing Yukaifa Co Ltd,,China,Real Estate,Chongqing Yukaifa Co Ltd,,,
3960,Jintang Modern Agricultural Investment Co Ltd,,China,Industrials,Jintang Modern Agricultural Investment Co Ltd,,,
3961,China Tower Corp Ltd,,China,Communication Services,China Tower Corp Ltd,,,
3962,Zhengbang International Ltd,,China,Consumer Staples,Jiangxi Zhengbang Technology Co Ltd,,,
3963,Diqishi State-owned Asset Operation (Group) Co Ltd,,China,Utilities,Diqishi State-owned Asset Operation (Group) Co Ltd,,,
3964,Zhengzhou Zhongrui Industrial Group Co Ltd,,China,Materials,Zhengzhou Zhongrui Industrial Group Co Ltd,,,
3965,Huajin Securities Co Ltd,,China,Financials,Zhuhai Huafa Group Co Ltd,,,
3966,Taixing Zhiguang Environmental Protection Technology Co Ltd,,China,Industrials,Taixing Zhiguang Environmental Protection Technology Co Ltd,,,
3967,Fuzhou State-owned Assets Investment & Development Group Co Ltd,,China,Utilities,Fuzhou State-owned Assets Investment & Development Group Co Ltd,,,
3968,Tibet Industrial Material Group Co Ltd,,China,Industrials,Tibet Industrial Material Group Co Ltd,,,
3969,SPCG pcl,,Thailand,Utilities,SPCG pcl,,,
3970,TPC Power Holding pcl,,Thailand,Utilities,TPC Power Holding pcl,,,
3971,Triple T Broadband pcl,,Thailand,Communication Services,Advanced Info Service pcl,,,
3972,Panther Ventures Ltd,,Hong Kong,Real Estate,CK Hutchison Holdings Ltd,,,
3973,ICPF Finance Pty Ltd,,Australia,Real Estate,Investa Property Group Ltd,,,
3974,Sinar Mas Paper (China) Investment Co Ltd,,China,Materials,Widjaja Family Master Trust (2),,,
3975,Shanghai Environment Group Co Ltd,,China,Utilities,Shanghai Environment Group Co Ltd,,,
3976,Gamuda Land (T12) Sdn Bhd,,Malaysia,Real Estate,Gamuda Bhd,,,
3977,Minmetals Land Holding Co Ltd,,China,Real Estate,China Minmetals Corp,,,
3978,Guangzhou Industrial Investment Fund Management Co Ltd,,China,Financials,Guangzhou City Construction Investment Group Co Ltd,,,
3979,Takeda Pharmaceutical Co Ltd,,Japan,Health Care,Takeda Pharmaceutical Co Ltd,,,
3980,Panasonic Corp,,Japan,Consumer Discretionary,Panasonic Holdings Corp,,,
3981,Eastern Creation II Investment Holdings Ltd,,China,Industrials,Beijing Infrastructure Investment Co Ltd,,,
3982,Zhuji Development Ltd,,China,Industrials,Zhuji State-owned Assets Operation Co Ltd,,,
3983,Dongfeng Motor (Hong Kong) International Co Ltd,,China,Consumer Discretionary,Dongfeng Motor Corp,,,
3984,Eiken Chemical Co Ltd,,Japan,Health Care,Eiken Chemical Co Ltd,,,
3985,Yiwu Urban Investment Construction Group Co Ltd,,China,Industrials,Yiwu State-owned Capital Operation Co Ltd,,,
3986,Nanyang Technological University,,Singapore,Industrials,Nanyang Technological University,,,
3987,Mah Sing Group Bhd,,Malaysia,Real Estate,Mah Sing Group Bhd,,,
3988,BMW Automotive Finance (China) Co Ltd,,China,Financials,BMW,,,
3989,Xinao Holding Investment Co Ltd,,China,Industrials,Langfang Natural Gas Co Ltd,,,
3990,Yingtan State-owned Holding Group Co Ltd,,China,Industrials,Yingtan State-owned Holding Group Co Ltd,,,
3991,Advance Residence Investment Corp,,Japan,Real Estate,Itochu Corp,,,
